Generation,Fitness
1626,0,4180819
1626,0,795723
1626,0,4133905
1626,0,3493918
1626,0,4517891
1626,0,383274
1626,0,4051696
1626,0,4905406
1626,0,4372903
1626,0,5045297
1626,0,3180341
1626,0,452098
1626,0,5315114
1626,0,5675655
1626,0,502564
1626,0,4020517
1626,0,6143668
1626,0,4517303
1626,0,441414
1626,0,4451242
1626,0,6475029
1626,0,4431193
1626,0,558564
1626,0,3919671
1626,0,40464
1626,0,4757826
1626,0,4183328
1626,0,3025826
1626,0,4976137
1626,0,3780802
1626,0,3822979
1626,0,4578692
1626,0,4624143
1626,0,5189138
1626,0,37595
1626,0,2899808
1626,0,3752367
1626,0,5172145
1626,0,5680103
1626,0,5013171
1627,0,3593795
1627,0,4233057
1627,0,3640859
1627,0,3886293
1627,0,2948165
1627,0,1989958
1627,0,4610574
1627,0,2651486
1627,0,4147468
1627,0,2625937
1627,0,4533607
1627,0,4562467
1627,0,4841624
1627,0,4158201
1627,0,4770361
1627,0,3351109
1627,0,4237311
1627,0,2090942
1627,0,2675244
1627,0,4398732
1627,0,4838839
1627,0,3045382
1627,0,4027718
1627,0,4136963
1627,0,5353858
1627,0,3973771
1627,0,3176247
1627,0,3020079
1627,0,5182225
1627,0,5190235
1627,0,237335
1627,0,3543389
1627,0,4453988
1627,0,5717548
1627,0,2848018
1627,0,3609173
1627,0,5265036
1627,0,4639288
1627,0,3191675
1627,0,2933497
1627,0,4563034
1627,0,1968066
1627,0,4323463
1627,0,1819995
1627,0,4253688
1627,0,3783039
1627,0,3819815
1627,0,3850995
1627,0,4754311
1627,0,4894591
1627,0,3936307
1627,0,2960752
1627,0,4543954
1627,0,3252574
1627,0,460686
1627,0,4511973
1627,0,3104556
1627,0,4968697
1627,0,3244013
1627,0,3738818
1628,0,09803855
1628,-0,03
1628,-0,09999999
1628,-0,03
1628,0,3442113
1628,0,1208324
1628,-0,09
1628,0,07227959
1628,-0,12
1628,0,1634332
1628,0,007271968
1628,0,3023337
1628,0,1335373
1628,0,1100924
1628,0,09975131
1628,0,09160414
1628,-0,08
1628,0,1747888
1628,0,3002966
1628,0,2784662
1628,0,01422317
1628,0,1074766
1628,0,02059373
1628,0,04848726
1628,-0,08
1628,0,1158023
1628,0,0744277
1628,-0,03
1628,0,1053723
1628,0,08562165
1628,0,1180601
1628,0,173073
1628,0,2849633
1628,0,09079405
1628,0,07364832
1628,-0,370374
1628,-0,3344244
1628,0,1128604
1628,0,05527037
1628,0,1942386
1628,-0,03479002
1628,0,04589482
1628,-0,08043087
1628,0,05859091
1628,-0,09
1628,-0,03
1628,-0,08
1628,-0,03
1628,0,1418417
1628,-0,03
1628,0,03168471
1628,0,1464763
1628,0,1781431
1628,-0,2267599
1628,-0,4813055
1628,0,326526
1628,0,1290334
1628,0,1917521
1628,0,1623557
1628,0,241868
1629,0
1629,0
1629,0
1629,0
1629,0
1629,0
1629,0
1629,0
1629,0
1629,0
1629,0
1629,0
1629,0
1629,0
1629,0
1629,0
1629,0
1629,0
1629,0
1629,0
1629,0
1629,-0,55
1629,0
1629,-0,54
1629,0
1629,0
1629,0
1629,0
1629,0
1629,0
1629,-0,21
1629,0
1629,0
1629,-0,23
1629,0
1629,0
1629,0
1629,0
1629,0
1629,-0,19
1629,0
1629,0
1629,-0,21
1629,0
1629,0
1629,0
1629,0
1629,0
1629,0
1629,0
1629,0
1629,0
1629,0
1629,0
1629,-0,02
1629,0
1629,0
1629,0
1629,0
1629,-0,54
1630,0,04323578
1630,0,01732737
1630,0,08369416
1630,0,09463143
1630,0,1496228
1630,0,07936919
1630,0,06605422
1630,0,01601404
1630,0,03605086
1630,0,185537
1630,0,0755918
1630,0,1232112
1630,0,05903739
1630,0,04987544
1630,0,05729508
1630,0,04604119
1630,0,1251013
1630,0,1168633
1630,0,1248536
1630,0,1188155
1630,0,0966205
1630,0,02073485
1630,0,09919572
1630,0,05330116
1630,0,06945646
1630,0,1604969
1630,0,02245665
1630,0,06062996
1630,0,1838158
1630,0,1008295
1630,0,01580542
1630,0,05810302
1630,0,04293352
1630,0,06862617
1630,0,04867667
1630,0,1305213
1630,0,02312279
1630,0,1262344
1630,0,02598327
1630,0,07392085
1630,0,05165941
1630,0,1420162
1630,0,04732215
1630,0,08239669
1630,0,05874741
1630,0,05366564
1630,0,03936821
1630,0,1360061
1630,0,1861374
1630,0,1212479
1630,0,1081412
1630,0,02200025
1630,0,1312073
1630,0,1827892
1630,0,1447752
1630,0,004061818
1630,0,05527133
1630,0,06970954
1630,0,0403927
1630,0,1160899
1631,0,6662286
1631,0,6206003
1631,0,6742797
1631,0,7031685
1631,0,6676729
1631,0,6920649
1631,0,6151088
1631,0,6736068
1631,0,6950432
1631,0,6761315
1631,0,6267208
1631,0,69838
1631,0,6558758
1631,0,6596244
1631,0,6882493
1631,0,6195191
1631,0,6390429
1631,0,7042817
1631,0,6133505
1631,0,6372259
1631,0,6949455
1631,0,6304029
1631,0,6313457
1631,0,697256
1631,0,7101499
1631,0,603906
1631,0,5968251
1631,0,6578677
1631,0,6604212
1631,0,6457741
1631,0,7483468
1631,0,6613129
1631,0,6494018
1631,0,6878982
1631,0,6823271
1631,0,6226615
1631,0,6530806
1631,0,6692222
1631,0,61708
1631,0,6835098
1631,0,6637707
1631,0,6976231
1631,0,6799728
1631,0,6357284
1631,0,7246664
1631,0,6572254
1631,0,6598905
1631,0,6747375
1631,0,6940247
1631,0,6863742
1631,0,6574692
1631,0,643245
1631,0,6555024
1631,0,6506835
1631,0,6636271
1631,0,7176337
1631,0,7493324
1631,0,5960509
1631,0,713221
1631,0,6599
1632,-0,01
1632,-0,01
1632,-0,01
1632,-0,01
1632,-0,01
1632,-0,02
1632,-0,01
1632,-0,02
1632,-0,01
1632,-0,02
1632,-0,01
1632,-0,42
1632,-0,46
1632,-0,01
1632,-0,02
1632,-0,01
1632,-0,45
1632,-0,01
1632,-0,01
1632,-0,02
1632,-0,01
1632,-0,03
1632,-0,01
1632,-0,01
1632,-0,01
1632,-0,01
1632,-0,01
1632,-0,01
1632,-0,01
1632,-0,01
1632,-0,01
1632,-0,01
1632,-0,02
1632,-0,01
1632,-0,01
1632,-0,01
1632,-0,01
1632,-0,02
1632,-0,02
1632,-0,01
1632,-0,01
1632,-0,01
1632,-0,01
1632,-0,02
1632,-0,02
1632,-0,01
1632,-0,01
1632,-0,01
1632,-0,01
1632,-0,42
1632,-0,01
1632,-0,01
1632,-0,02
1632,-0,02
1632,-0,02
1632,-0,01
1632,-0,01
1632,-0,01
1632,-0,37
1632,-0,01
1633,0,3645924
1633,0
1633,0
1633,0
1633,0
1633,0
1633,0,5082087
1633,0
1633,0,2611185
1633,0
1633,0
1633,0
1633,0
1633,0
1633,-0,03
1633,0,2728999
1633,0,3849422
1633,0
1633,0
1633,0
1633,0
1633,0,2687919
1633,0
1633,-0,01
1633,0
1633,0
1633,-0,02
1633,0
1633,0
1633,0
1633,0
1633,0,2411489
1633,0
1633,-0,01
1633,0
1633,0
1633,0
1633,0
1633,0
1633,0
1633,0,2692707
1633,0
1633,0,3294975
1633,0,04748726
1633,0
1633,0
1633,-0,05
1633,0,553095
1633,-0,01
1633,0
1633,0
1633,0
1633,0
1633,0
1633,0
1633,0
1633,0
1633,-0,01
1633,0,2740195
1633,-0,01
1634,-0,96
1634,-0,71
1634,-0,64
1634,-0,34
1634,-1,04
1634,-1,03
1634,-0,66
1634,-0,7
1634,-0,5
1634,-0,77
1634,-1,11
1634,-0,85
1634,-0,73
1634,-0,48
1634,-0,6
1634,-0,8
1634,-0,82
1634,-0,7
1634,-0,49
1634,-0,49
1634,-0,81
1634,-0,59
1634,-0,83
1634,-0,56
1634,-1,08
1634,-0,6
1634,-0,94
1634,-0,79
1634,-0,52
1634,-0,68
1634,-0,76
1634,-1,06
1634,-1,1
1634,-0,61
1634,-0,52
1634,-0,53
1634,-0,67
1634,-0,94
1634,-0,49
1634,-0,58
1634,-1,1
1634,-0,5
1634,-0,52
1634,-0,07
1634,-0,47
1634,-0,77
1634,-1,1
1634,-0,61
1634,-1
1634,-0,86
1634,-0,58
1634,-0,95
1634,-0,42
1634,-0,66
1634,-1,11
1634,-0,9
1634,-0,77
1634,-1,1
1634,-0,45
1634,-1,06
1635,0,336611
1635,0,1430164
1635,0,4515923
1635,0,4641614
1635,0,4290848
1635,0,4055539
1635,0,2901861
1635,0,334372
1635,0,3811547
1635,0,4044985
1635,0,3954635
1635,0,3410641
1635,0,4225139
1635,0,3272469
1635,0,2815887
1635,0,3063217
1635,0,351541
1635,0,3657601
1635,0,4875071
1635,0,1419763
1635,0,4546774
1635,0,3498829
1635,0,4174049
1635,0,3904352
1635,0,4506741
1635,0,1718896
1635,0,3236235
1635,0,3396555
1635,0,3283314
1635,0,2447501
1635,0,3483195
1635,0,2621224
1635,0,4164611
1635,0,4827357
1635,0,3125852
1635,0,4549598
1635,0,5141071
1635,0,3200772
1635,0,4361528
1635,0,391013
1635,0,4447504
1635,0,6960857
1635,0,3201382
1635,0,3174696
1635,0,3481698
1635,0,3834386
1635,0,2531584
1635,0,419865
1635,0,4825632
1635,0,3400709
1635,0,6446187
1635,0,3393542
1635,0,3700649
1635,0,391054
1635,0,3100956
1635,0,2258408
1635,0,349601
1635,0,3875456
1635,0,3597854
1635,0,4672071
1636,0,7298563
1636,0,9195211
1636,0,6229237
1636,0,7675184
1636,0,7780169
1636,0,7777689
1636,0,6867226
1636,0,6243953
1636,0,8783155
1636,0,5776221
1636,0,6815313
1636,0,8198248
1636,0,7286053
1636,0,8456072
1636,0,6744104
1636,0,8787935
1636,0,6480199
1636,0,6028978
1636,0,6073135
1636,0,6322141
1636,0,5879858
1636,0,5561799
1636,0,6547723
1636,0,5392898
1636,0,5487673
1636,0,862042
1636,0,5564891
1636,0,5587705
1636,0,7037064
1636,0,447155
1636,0,6664094
1636,0,8722756
1636,0,6999795
1636,0,7720125
1636,0,6106545
1636,0,6114899
1636,0,5432996
1636,0,9217888
1636,0,5793537
1636,0,7343292
1636,0,5682198
1636,0,5532602
1636,0,6052495
1636,0,5982273
1636,0,7254933
1636,0,6733194
1636,0,7014436
1636,0,5301924
1636,0,4427704
1636,0,7932162
1636,0,7524929
1636,0,727448
1636,0,6008401
1636,0,5613304
1636,0,5466266
1636,0,8774629
1636,0,54709
1636,0,579117
1636,0,6261714
1636,0,8187567
1637,0,3914114
1637,0,3060721
1637,0,3923915
1637,0,3377148
1637,0,2870783
1637,0,3937141
1637,0,4973041
1637,0,2262115
1637,0,3478707
1637,0,4038265
1637,0,3069294
1637,0,3464438
1637,0,2984498
1637,0,2468558
1637,0,3027874
1637,0,284508
1637,0,2794352
1637,0,3498414
1637,0,1455586
1637,0,4648324
1637,0,2912996
1637,0,3876349
1637,0,500731
1637,0,4471883
1637,0,3474615
1637,0,4118993
1637,0,4049257
1637,0,4012889
1637,0,3745366
1637,0,2503686
1637,0,2269973
1637,0,1501335
1637,0,4020357
1637,0,2560724
1637,0,2461236
1637,0,3185821
1637,0,3733624
1637,0,2891129
1637,0,2129903
1637,0,2624728
1637,0,3526019
1637,0,4249167
1637,0,4221707
1637,0,3056806
1637,0,179434
1637,0,3396456
1637,0,4125954
1637,0,2460941
1637,0,3335021
1637,0,1897545
1637,0,3771579
1637,0,5263588
1637,0,503127
1637,0,2147348
1637,0,2957709
1637,0,3507864
1637,0,2808573
1637,0,4857381
1637,0,2119007
1637,0,3945272
1638,0,5099236
1638,0,5141862
1638,0,4627727
1638,0,5304153
1638,0,5049878
1638,0,5121289
1638,0,5216548
1638,0,5465391
1638,0,5406846
1638,0,5032746
1638,0,53771
1638,0,472674
1638,0,5294453
1638,0,5554404
1638,0,5564057
1638,0,5153232
1638,0,5352873
1638,0,5805662
1638,0,4834602
1638,0,5287412
1638,0,5184573
1638,0,495373
1638,0,4858404
1638,0,4609243
1638,0,5143739
1638,0,5219527
1638,0,5389416
1638,0,500246
1638,0,5412391
1638,0,4618873
1638,0,4584445
1638,0,6129563
1638,0,4948322
1638,0,1883231
1638,0,6274121
1638,0,4060545
1638,0,4285568
1638,0,6117623
1638,0,6058797
1638,0,4709045
1638,0,5622382
1638,0,4309462
1638,0,4382069
1638,0,5347062
1638,0,4242615
1638,0,4450903
1638,0,4306856
1638,0,5480342
1638,0,5006943
1638,0,606933
1638,0,5596688
1638,-0,1904572
1638,0,508953
1638,0,5152361
1638,0,5240558
1638,0,4929897
1638,0,506579
1638,0,496161
1638,0,5548846
1638,0,4615593
1639,0,6026486
1639,0,6502936
1639,0,6005894
1639,0,6181678
1639,0,6981191
1639,0,6521621
1639,0,6145179
1639,0,6430858
1639,0,6396047
1639,0,6116949
1639,0,6336713
1639,0,7396073
1639,0,6152748
1639,0,625258
1639,0,619049
1639,0,6379763
1639,0,662073
1639,0,7058805
1639,0,5776069
1639,0,6510043
1639,0,7241635
1639,0,6458188
1639,0,6487895
1639,0,7090963
1639,0,5914137
1639,0,6068486
1639,0,7373484
1639,0,6559016
1639,0,6881008
1639,0,7267969
1639,0,6271943
1639,0,6109974
1639,0,6762246
1639,0,6383773
1639,0,6440665
1639,0,6889338
1639,0,6335499
1639,0,6332554
1639,0,5955646
1639,0,7233771
1639,0,6530551
1639,0,6502334
1639,0,6179511
1639,0,6272258
1639,0,6294865
1639,0,6255743
1639,0,6732697
1639,0,7054224
1639,0,5921444
1639,0,5900669
1639,0,6276872
1639,0,6574854
1639,0,6752337
1639,0,6473373
1639,0,572373
1639,0,5996005
1639,0,7509573
1639,0,6059889
1639,0,6104521
1639,0,7226961
1640,-0,43
1640,-0,39
1640,0
1640,-0,32
1640,-0,76
1640,0
1640,-0,8
1640,-0,9
1640,0
1640,-0,52
1640,-0,87
1640,-0,32
1640,-0,52
1640,0
1640,0
1640,-0,02
1640,-0,4
1640,-0,76
1640,-0,69
1640,0
1640,-0,81
1640,-0,3
1640,0
1640,-0,61
1640,-0,8
1640,-0,24
1640,-0,7
1640,-0,91
1640,-0,58
1640,-0,38
1640,-0,87
1640,-0,48
1640,-0,87
1640,-1,05
1640,-0,07
1640,-0,74
1640,0
1640,-0,06
1640,-0,81
1640,-0,5
1640,-0,85
1640,-0,59
1640,-0,71
1640,0
1640,-0,98
1640,-0,56
1640,-0,88
1640,-0,39
1640,-0,29
1640,-0,65
1640,-0,8
1640,-0,72
1640,-0,7
1640,-0,57
1640,-1,03
1640,-0,59
1640,-0,75
1640,-0,48
1640,-0,6
1640,-0,76
1641,0,1808604
1641,0,8423204
1641,-0,08089148
1641,-0,113332
1641,0,5647705
1641,0,8513878
1641,0,5840954
1641,0,7891251
1641,0,07647542
1641,15,42512
1641,0,6036984
1641,0,6865346
1641,0,8456292
1641,0,6922256
1641,15,48625
1641,-0,09224427
1641,15,69023
1641,0,1085235
1641,15,65783
1641,0,738389
1641,0,7814408
1641,0,605957
1641,0,7592216
1641,0,6744162
1641,0,3947231
1641,0,3922236
1641,0,2695819
1641,0,8010424
1641,15,65456
1641,0,3781719
1641,0,6153365
1641,0,1904968
1641,0,9553066
1641,0,03541178
1641,0,06628358
1641,-0,1390681
1641,0,5740079
1641,0,02246725
1641,15,51564
1641,0,6859746
1641,0,6429156
1641,-0,1820014
1641,0,2533144
1641,0,7404118
1641,-0,03203917
1641,0,1124163
1641,0,1343483
1641,0,2501665
1641,0,6189955
1641,0,6671795
1641,0,6136882
1641,0,7785775
1641,0,3730198
1641,15,42108
1641,0,3357513
1641,0,5897278
1641,-0,02777717
1641,0,1518996
1641,0,6770336
1641,0,6466389
1642,0,725598
1642,0,7556117
1642,0,8262255
1642,0,8538373
1642,0,7536935
1642,0,7489442
1642,0,8016219
1642,0,7458468
1642,0,5636932
1642,0,8907008
1642,0,7303606
1642,0,8038323
1642,0,7950814
1642,0,7886171
1642,0,8595914
1642,0,7795098
1642,0,7859154
1642,0,8075563
1642,0,7409697
1642,0,7099204
1642,0,7865613
1642,0,8896598
1642,0,7710613
1642,0,7739928
1642,0,7227891
1642,0,8433306
1642,0,8701433
1642,0,7364457
1642,0,6644808
1642,0,8954219
1642,0,7340981
1642,0,8196985
1642,0,7862858
1642,0,853398
1642,0,7186791
1642,0,7805315
1642,0,7973534
1642,0,7099645
1642,0,757591
1642,0,7757955
1642,0,7795093
1642,0,7246367
1642,0,7894423
1642,0,7265042
1642,0,748716
1642,0,8072628
1642,0,7489293
1642,0,8958412
1642,0,765788
1642,0,5970863
1642,0,5757732
1642,0,8306219
1642,0,6648979
1642,0,7529384
1642,0,7232026
1642,0,6568029
1642,0,8350922
1642,0,7538127
1642,0,7522597
1642,0,8836802
1643,0,6381297
1643,0,6167091
1643,0,650396
1643,15,05681
1643,0,6213208
1643,0,7249808
1643,0,5555855
1643,15,14604
1643,0,6317511
1643,0,9180702
1643,0,5569823
1643,0,6484967
1643,15,20432
1643,0,5548862
1643,0,5984734
1643,0,6123458
1643,0,633221
1643,0,5848448
1643,0,6323442
1643,0,623551
1643,0,5551564
1643,0,7862263
1643,15,09551
1643,15,16934
1643,0,6580292
1643,0,5977956
1643,15,20432
1643,0,8742293
1643,0,7727282
1643,0,7117413
1643,0,7113595
1643,0,7923703
1643,0,7829182
1643,0,513415
1643,0,7013056
1643,0,5522519
1643,0,6473619
1643,0,6020093
1643,0,7040921
1643,0,7949077
1643,0,7290877
1643,0,6052095
1643,0,5311627
1643,0,5977793
1643,0,4560912
1643,0,7104676
1643,0,8451597
1643,15,26491
1643,0,5385676
1643,0,7426167
1643,0,5426759
1643,0,6094351
1643,0,6451064
1643,0,7290733
1643,0,575906
1643,0,6835129
1643,15,0609
1643,0,6747485
1643,0,7381663
1643,0,8278399
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,-0,01
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1644,0
1645,0,4069634
1645,0,4180353
1645,0,4731494
1645,0,3917515
1645,0,5605173
1645,0,4058027
1645,0,4551946
1645,0,446979
1645,0,3314719
1645,0,3499668
1645,0,3883079
1645,0,3848625
1645,0,3086475
1645,0,4412178
1645,0,3567933
1645,0,4657919
1645,0,4677244
1645,0,4672188
1645,0,3930829
1645,0,4167575
1645,0,4169168
1645,0,3517799
1645,0,3523468
1645,0,3474783
1645,0,4109356
1645,0,3822151
1645,0,3836713
1645,0,3563807
1645,0,3712369
1645,0,4048763
1645,0,3493397
1645,0,3990057
1645,0,4045774
1645,0,4167523
1645,0,5538853
1645,0,3714645
1645,0,4039973
1645,0,3755783
1645,0,3195536
1645,0,3750252
1645,0,3696141
1645,0,4272872
1645,0,4756443
1645,0,3600364
1645,0,4466746
1645,0,4418625
1645,0,3939798
1645,0,3994889
1645,0,3786286
1645,0,443589
1645,0,3529086
1645,0,3963568
1645,0,4541082
1645,0,3453584
1645,0,6492841
1645,0,3646562
1645,0,5284728
1645,0,3633528
1645,0,3654199
1645,0,3507769
1646,0,8818797
1646,0,9506161
1646,15,33518
1646,0,8100081
1646,0,8919411
1646,0,9168194
1646,15,25549
1646,15,38764
1646,15,19653
1646,0,7226881
1646,15,32204
1646,0,8773219
1646,0,748011
1646,15,15846
1646,15,15172
1646,15,39397
1646,15,55994
1646,15,10518
1646,0,8512756
1646,15,12289
1646,0,8826944
1646,0,8845633
1646,15,11089
1646,0,7392024
1646,15,26842
1646,0,6909796
1646,0,8561656
1646,0,7294471
1646,0,7469273
1646,0,9438819
1646,15,54018
1646,15
1646,0,8136203
1646,15,11731
1646,0,8630438
1646,15,08771
1646,0,6335492
1646,15,42317
1646,0,9086477
1646,0,7675928
1646,0,6665801
1646,0,7871107
1646,15,10518
1646,15,36753
1646,0,005285509
1646,15,19653
1646,15,26842
1646,15,10518
1646,15,50849
1646,0,7731704
1646,0,8422806
1646,15,18356
1646,15,34764
1646,0,8976329
1646,0,7675806
1646,15,55601
1646,0,8022362
1646,15,414
1646,15,11089
1646,15,10518
1647,0,6878839
1647,0,6986303
1647,0,4102703
1647,0,6934996
1647,0,2266182
1647,0,6802654
1647,0,417602
1647,0,1520076
1647,0,1869635
1647,0,3815374
1647,0,5449682
1647,0,4423425
1647,0,4496447
1647,0,3289123
1647,0,1249279
1647,0,5134399
1647,15,05833
1647,0,6062158
1647,0,3394346
1647,0,3493294
1647,0,5664903
1647,0,5130928
1647,0,6778063
1647,0,2996138
1647,0,3236313
1647,0,7011731
1647,0,6888887
1647,0,5327258
1647,0,1928179
1647,0,5289866
1647,0,3128385
1647,0,3249391
1647,0,4114262
1647,0,5793289
1647,0,4203486
1647,0,2347516
1647,0,3509963
1647,0,7114767
1647,0,5013955
1647,0,2974989
1647,0,2490911
1647,0,6757853
1647,0,6697085
1647,0,1995926
1647,0,1990185
1647,0,630879
1647,0,6731245
1647,0,3990276
1647,0,2773327
1647,0,480898
1647,0,5991217
1647,0,6702012
1647,0,4504119
1647,0,684266
1647,0,3985524
1647,0,3147519
1647,0,6776404
1647,0,4846606
1647,0,6143853
1647,0,2935424
1648,0,2835172
1648,0,2769015
1648,0,2957169
1648,0,2454509
1648,0,2714118
1648,0,3189133
1648,0,323404
1648,0,3919893
1648,0,215189
1648,0,2070462
1648,0,2921494
1648,0,4728088
1648,0,3270624
1648,0,3084573
1648,0,2442605
1648,0,2977208
1648,0,2389656
1648,0,3192915
1648,0,310678
1648,0,3380746
1648,0,5998696
1648,0,2820126
1648,0,2665841
1648,0,469182
1648,0,2295349
1648,0,2886742
1648,0,3081602
1648,0,2783923
1648,0,3057933
1648,0,2892917
1648,0,2610326
1648,0,3018417
1648,0,4780326
1648,0,1940606
1648,0,3238584
1648,0,337307
1648,0,3290663
1648,0,3198671
1648,0,5095339
1648,0,2006463
1648,0,3542633
1648,0,1925824
1648,0,2188442
1648,0,3143901
1648,0,3082463
1648,0,2749552
1648,0,3135027
1648,0,3514481
1648,0,3146678
1648,0,2784149
1648,0,2211358
1648,0,3200957
1648,0,2854313
1648,0,3147747
1648,0,3434483
1648,0,2685192
1648,0,2071693
1648,0,2919104
1648,0,3163322
1648,0,3090276
1649,0,1892797
1649,0,1137851
1649,0,1897559
1649,0,1663576
1649,0,2160422
1649,0,1602263
1649,0,1748546
1649,0,1837391
1649,0,2097888
1649,0,2343617
1649,0,1815656
1649,0,1655791
1649,0,2021226
1649,0,2034657
1649,0,1357456
1649,0,2006539
1649,0,1880098
1649,0,2253799
1649,0,2195416
1649,0,1370279
1649,0,2136662
1649,0,2174475
1649,0,1900087
1649,0,1170298
1649,0,1970975
1649,0,2249874
1649,0,1721376
1649,0,1839502
1649,0,1438661
1649,0,2317716
1649,0,1760255
1649,0,1372409
1649,0,1650271
1649,0,1591851
1649,0,1771935
1649,0,1372912
1649,0,1867438
1649,0,09815073
1649,0,1981055
1649,0,1974105
1649,0,2123887
1649,0,2163159
1649,0,1812834
1649,0,1885382
1649,0,1507622
1649,0,1917872
1649,0,2252048
1649,0,2240108
1649,0,2297568
1649,0,1345343
1649,0,1582601
1649,0,1664605
1649,0,1358082
1649,0,1911914
1649,0,2191726
1649,0,189993
1649,0,1981521
1649,0,2216811
1649,0,2111775
1649,0,2268248
1650,0,5397494
1650,0,5812436
1650,0,5860623
1650,0,5265643
1650,0,6140997
1650,0,5729408
1650,0,558433
1650,0,6256193
1650,0,5193257
1650,0,578647
1650,0,6040455
1650,0,5385512
1650,0,5517036
1650,0,6110156
1650,0,5333467
1650,0,537564
1650,0,6081676
1650,0,5746027
1650,0,5526463
1650,0,5781631
1650,0,5031141
1650,0,4478716
1650,0,6101979
1650,0,5626027
1650,0,4695612
1650,0,5701576
1650,0,5322771
1650,0,5318733
1650,0,4899633
1650,0,5314662
1650,0,4754231
1650,0,6128871
1650,0,6122861
1650,0,5446762
1650,0,6129995
1650,0,4986138
1650,0,50975
1650,0,5433187
1650,0,5620011
1650,0,511519
1650,0,5372339
1650,0,6028917
1650,0,4569955
1650,0,6090488
1650,0,5980231
1650,0,4935402
1650,0,5182265
1650,0,5358237
1650,0,4565513
1650,0,5338978
1650,0,5741726
1650,0,561924
1650,0,5678562
1650,0,5476382
1650,0,7095793
1650,0,660665
1650,0,5757407
1650,0,4356422
1650,0,6513847
1650,0,5718185
1651,15,56157
1651,15,50418
1651,15,54979
1651,15,51493
1651,15,24522
1651,15,56157
1651,15,45493
1651,15,59262
1651,15,53791
1651,15,50418
1651,15,58601
1651,15,54423
1651,15,57418
1651,0,8538506
1651,15,17636
1651,15,24522
1651,15,64943
1651,15,53791
1651,15,58601
1651,15,51493
1651,15,35551
1651,15,2389
1651,15,18208
1651,15,6109
1651,15,50418
1651,15,49286
1651,0,8139668
1651,15,5986
1651,15,63634
1651,15,56157
1651,15,52694
1651,15,6109
1651,15,50418
1651,15,24522
1651,15,64943
1651,15,44453
1651,15,63002
1651,15,55556
1651,15,32348
1651,15,64331
1651,15,56805
1651,15,25035
1651,15,53791
1651,0,9217156
1651,15,11004
1651,15,63634
1651,15,36069
1651,15,56157
1651,15,08367
1651,15,51493
1651,0,6859937
1651,15,26058
1651,15,52103
1651,15,5986
1651,15,2027
1651,0,7379938
1651,15,56805
1651,15,56157
1651,15,62349
1651,15,57993
1652,0,4745015
1652,0,586656
1652,0,5526071
1652,15,61433
1652,15,62042
1652,0,5920435
1652,15,64535
1652,0,457743
1652,0,5354624
1652,15,55453
1652,0,5408205
1652,0,6223316
1652,15,55453
1652,15,69537
1652,15,60042
1652,15,60146
1652,0,8453236
1652,0,4964266
1652,0,5103536
1652,0,5440817
1652,15,62648
1652,0,4802665
1652,0,6457909
1652,15,61433
1652,15,52643
1652,0,5141028
1652,15,61433
1652,15,35046
1652,15,52741
1652,0,678543
1652,0,5317214
1652,0,5495416
1652,0,5564246
1652,15,5537
1652,15,61433
1652,0,5819725
1652,15,62648
1652,15,5779
1652,0,4908409
1652,15,61648
1652,15,02681
1652,0,3884281
1652,0,5435981
1652,0,5409676
1652,0,530607
1652,15,61433
1652,15,62042
1652,15,45395
1652,0,8263502
1652,15,61433
1652,15,2267
1652,0,5663401
1652,15,51494
1652,0,5740975
1652,15,61433
1652,0,5755183
1652,0,5510859
1652,0,651661
1652,15,60146
1652,0,7336146
1653,0,4582422
1653,0,5213232
1653,0,3906738
1653,0,6012105
1653,0,4111403
1653,0,4804686
1653,0,4598219
1653,0,3971381
1653,0,5928067
1653,0,4598411
1653,0,5391417
1653,0,393564
1653,0,4708797
1653,0,4558908
1653,0,5242247
1653,0,3722643
1653,0,3897
1653,0,4925123
1653,0,441026
1653,0,4206887
1653,0,3902242
1653,0,3801909
1653,0,4345142
1653,0,5075873
1653,0,5304661
1653,0,7151222
1653,0,466998
1653,0,3797923
1653,0,4639848
1653,0,4939148
1653,0,4489006
1653,0,4442334
1653,0,4192744
1653,0,4777228
1653,0,5630253
1653,0,4712512
1653,0,4219599
1653,0,5000879
1653,0,4686266
1653,0,4091148
1653,0,4129871
1653,0,5010335
1653,0,4958901
1653,0,6291575
1653,0,4065562
1653,0,6372874
1653,0,5114146
1653,0,5029502
1653,0,4092299
1653,0,3553946
1653,0,4991609
1653,0,482114
1653,0,5779958
1653,0,4058232
1653,0,4564903
1653,0,4661166
1653,0,4955114
1653,0,378602
1653,0,6087708
1653,0,5243232
1654,15,36144
1654,15,43845
1654,15,39326
1654,0,8377016
1654,15,6237
1654,15,62755
1654,15,27223
1654,15,19665
1654,0,7896132
1654,15,25925
1654,15,14486
1654,15,59417
1654,15,31668
